學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
0002,國立清華大學,340303,經營管理碩士在職專班,N 職,M 碩士,39,21,31,20,1,3,1,1,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,340310,國際專業管理碩士班,D 日,M 碩士,11,14,12,16,0,3,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,340501,計量財務金融學系,D 日,M 碩士,11,13,13,11,2,3,3,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,340501,計量財務金融學系,D 日,B 學士,23,24,22,33,19,34,21,39,0,0,0,0,0,0,6,6,18 新竹市,1 一般
0002,國立清華大學,340501,科技管理學院財務金融碩士在職專班,N 職,M 碩士,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,349901,科技管理研究所,D 日,D 博士,3,4,5,4,2,3,4,1,2,2,1,1,1,1,0,0,18 新竹市,1 一般
0002,國立清華大學,349901,科技管理研究所,D 日,M 碩士,13,16,12,15,3,3,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,349939,科技管理學院高階經營管理深圳境外碩士在職專班,N 職,M 碩士,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,349939,高階經營管理碩士在職專班,N 職,M 碩士,26,14,26,13,3,0,3,1,2,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,349951,服務科學研究所,D 日,D 博士,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,349951,服務科學研究所,D 日,M 碩士,11,11,8,12,1,7,1,2,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,349996,科技管理學院學士班,D 日,B 學士,22,11,16,39,21,33,13,31,0,0,0,0,0,0,6,5,18 新竹市,1 一般
0002,國立清華大學,380203,科技法律研究所,D 日,D 博士,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,380203,科技法律研究所,D 日,M 碩士,18,15,13,14,9,18,7,16,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,420103,生命科學系,D 日,B 學士,31,22,30,25,22,24,28,23,0,0,0,0,0,0,7,6,18 新竹市,1 一般
0002,國立清華大學,420302,生物科技研究所,D 日,D 博士,4,5,5,3,8,1,5,3,5,2,5,3,6,0,0,0,18 新竹市,1 一般
0002,國立清華大學,420302,生物科技研究所,D 日,M 碩士,19,14,16,15,1,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,420313,分子與細胞生物研究所,D 日,D 博士,4,2,2,3,2,1,2,2,3,1,2,1,7,1,0,0,18 新竹市,1 一般
0002,國立清華大學,420313,分子與細胞生物研究所,D 日,M 碩士,9,11,7,3,4,0,2,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,420327,生技產業博士學位學程,D 日,D 博士,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,420605,生物資訊與結構生物研究所,D 日,D 博士,3,4,6,8,5,2,4,3,4,6,7,4,8,5,0,0,18 新竹市,1 一般
0002,國立清華大學,420605,生物資訊與結構生物研究所,D 日,M 碩士,13,10,12,6,5,2,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,429903,生命科學院學士班,D 日,B 學士,17,15,16,11,12,16,15,16,0,0,0,0,0,0,0,3,18 新竹市,1 一般
0002,國立清華大學,429904,系統神經科學研究所,D 日,M 碩士,6,7,3,3,4,2,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,440101,化學系,D 日,D 博士,23,5,24,3,18,8,25,4,21,7,14,4,11,5,0,0,18 新竹市,1 一般
0002,國立清華大學,440101,化學系－化學組,D 日,M 碩士,32,11,32,12,5,4,1,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,440101,化學系－應用化學組,D 日,M 碩士,25,16,23,14,7,1,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,440101,化學系,D 日,B 學士,40,23,45,22,50,25,42,18,0,0,0,0,0,0,20,3,18 新竹市,1 一般
0002,國立清華大學,440301,物理學系,D 日,D 博士,12,2,8,0,8,0,11,0,6,0,5,0,3,0,0,0,18 新竹市,1 一般
0002,國立清華大學,440301,物理學系,D 日,M 碩士,55,7,46,5,20,0,8,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,440301,物理學系－光電物理組,D 日,B 學士,21,3,15,5,16,2,12,2,0,0,0,0,0,0,5,1,18 新竹市,1 一般
0002,國立清華大學,440301,物理學系－物理組,D 日,B 學士,38,8,40,4,44,8,42,10,0,0,0,0,0,0,16,0,18 新竹市,1 一般
0002,國立清華大學,440601,天文研究所,D 日,D 博士,2,0,1,0,0,2,3,1,1,0,2,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,440601,天文研究所,D 日,M 碩士,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,449905,先進光源科技博士學位學程－工程與系統科學組,D 日,D 博士,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,449905,先進光源科技碩士學位學程－工程與系統科學組,D 日,M 碩士,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,449905,先進光源科技碩士學位學程－物理組,D 日,M 碩士,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,449999,理學院學士班,D 日,B 學士,14,8,19,4,16,4,28,6,0,0,0,0,0,0,5,0,18 新竹市,1 一般
0002,國立清華大學,460101,數學系,D 日,D 博士,2,0,2,0,2,0,2,0,4,1,0,0,6,0,0,0,18 新竹市,1 一般
0002,國立清華大學,460101,數學系－數學組,D 日,M 碩士,6,2,8,1,5,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,460101,數學系－應用數學組,D 日,M 碩士,12,1,10,2,7,0,4,1,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,460101,數學系－數學組,D 日,B 學士,25,4,30,3,16,4,18,3,0,0,0,0,0,0,10,1,18 新竹市,1 一般
0002,國立清華大學,460101,數學系－應用數學組,D 日,B 學士,27,8,24,9,21,3,21,9,0,0,0,0,0,0,6,1,18 新竹市,1 一般
0002,國立清華大學,460201,統計學研究所,D 日,D 博士,3,1,0,0,0,0,1,0,3,0,0,2,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,460201,統計學研究所,D 日,M 碩士,19,8,14,9,1,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,480401,資訊系統與應用研究所,D 日,D 博士,2,2,2,1,3,0,0,0,4,1,5,0,0,1,0,0,18 新竹市,1 一般
0002,國立清華大學,480401,資訊系統與應用研究所,D 日,M 碩士,27,20,28,15,11,6,2,1,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,520101,電機工程學系,D 日,D 博士,15,2,12,0,14,0,8,1,7,0,4,1,15,1,0,0,18 新竹市,1 一般
0002,國立清華大學,520101,電機工程學系,D 日,M 碩士,115,22,114,15,69,14,18,6,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,520101,電機工程學系,D 日,B 學士,84,16,88,14,94,18,87,20,0,0,0,0,0,0,14,0,18 新竹市,1 一般
0002,國立清華大學,520103,電子工程研究所,D 日,D 博士,9,1,10,1,10,0,7,0,2,1,6,1,5,0,0,0,18 新竹市,1 一般
0002,國立清華大學,520103,電子工程研究所,D 日,M 碩士,63,12,56,18,24,4,5,1,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,520105,光電博士學位學程(台灣聯合大學系統),D 日,D 博士,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,520106,光電工程研究所,D 日,D 博士,7,0,1,0,4,0,10,0,3,0,2,0,2,1,0,0,18 新竹市,1 一般
0002,國立清華大學,520106,光電工程研究所,D 日,M 碩士,39,5,38,8,20,6,5,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,520114,資訊工程學系,D 日,D 博士,11,3,7,1,5,1,10,0,10,0,5,1,17,1,0,0,18 新竹市,1 一般
0002,國立清華大學,520114,資訊工程學系,D 日,M 碩士,115,31,102,44,40,10,7,4,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,520114,資訊工程學系,D 日,B 學士,91,30,112,37,120,22,99,29,0,0,0,0,0,0,23,2,18 新竹市,1 一般
0002,國立清華大學,520126,通訊工程研究所,D 日,D 博士,3,1,2,0,2,0,0,0,1,0,3,0,3,1,0,0,18 新竹市,1 一般
0002,國立清華大學,520126,通訊工程研究所,D 日,M 碩士,52,6,40,10,16,2,2,1,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,520178,社群網路與人智計算國際研究生博士學位學程,D 日,D 博士,2,1,3,0,3,2,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,520188,積體電路設計與製程開發產業碩士專班,D 日,M 碩士,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,520196,電機資訊學院學士班,D 日,B 學士,19,7,24,9,24,4,22,3,0,0,0,0,0,0,3,0,18 新竹市,1 一般
0002,國立清華大學,520201,動力機械工程學系,D 日,D 博士,17,2,14,1,16,2,8,1,10,2,9,1,11,3,0,0,18 新竹市,1 一般
0002,國立清華大學,520201,動力機械工程學系,D 日,M 碩士,117,14,105,13,17,4,6,1,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,520201,動力機械工程學系,D 日,B 學士,95,15,90,23,90,14,95,15,0,0,0,0,0,0,22,0,18 新竹市,1 一般
0002,國立清華大學,520401,化學工程學系,D 日,D 博士,15,9,21,4,23,8,9,2,7,3,2,2,6,0,0,0,18 新竹市,1 一般
0002,國立清華大學,520401,化學工程學系,D 日,M 碩士,54,20,46,28,4,2,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,520401,化學工程學系,D 日,B 學士,39,11,47,12,41,20,39,14,0,0,0,0,0,0,5,0,18 新竹市,1 一般
0002,國立清華大學,520502,材料科學工程學系,D 日,D 博士,32,5,18,4,29,3,13,1,14,4,15,2,21,4,0,0,18 新竹市,1 一般
0002,國立清華大學,520502,材料科學工程學系,D 日,M 碩士,79,28,66,34,20,2,3,1,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,520502,材料科學工程學系,D 日,B 學士,61,32,65,32,76,30,80,21,0,0,0,0,0,0,14,6,18 新竹市,1 一般
0002,國立清華大學,520518,奈米工程與微系統研究所,D 日,D 博士,6,2,5,5,7,2,7,1,2,1,5,0,4,1,0,0,18 新竹市,1 一般
0002,國立清華大學,520518,奈米工程與微系統研究所,D 日,M 碩士,21,8,18,5,4,1,0,1,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,520601,工業工程與工程管理學系,D 日,D 博士,6,0,4,3,5,2,4,2,8,1,5,1,7,1,0,0,18 新竹市,1 一般
0002,國立清華大學,520601,工業工程與工程管理學系－工程管理組,D 日,M 碩士,6,5,9,6,2,3,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,520601,工業工程與工程管理學系－工業工程組,D 日,M 碩士,45,36,44,27,6,4,1,1,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,520601,工業工程與工程管理學系,D 日,B 學士,45,19,32,37,46,19,41,22,0,0,0,0,0,0,8,2,18 新竹市,1 一般
0002,國立清華大學,520601,工業工程與工程管理學系,N 職,M 碩士,27,12,31,6,13,3,8,3,9,2,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,521104,生醫工程與環境科學系,D 日,D 博士,6,3,4,1,6,2,9,1,1,3,5,1,10,0,0,0,18 新竹市,1 一般
0002,國立清華大學,521104,生醫工程與環境科學系,D 日,M 碩士,27,13,21,21,8,7,1,1,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,521104,生醫工程與環境科學系,D 日,B 學士,27,20,26,22,25,17,30,17,0,0,0,0,0,0,6,0,18 新竹市,1 一般
0002,國立清華大學,521108,生物醫學工程研究所,D 日,M 碩士,9,6,8,4,2,1,0,2,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,521201,工程與系統科學系,D 日,D 博士,17,8,19,3,12,1,17,4,11,1,7,2,9,0,0,0,18 新竹市,1 一般
0002,國立清華大學,521201,工程與系統科學系,D 日,M 碩士,71,8,54,17,14,4,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,521201,工程與系統科學系,D 日,B 學士,77,31,73,19,80,14,88,18,0,0,0,0,0,0,19,5,18 新竹市,1 一般
0002,國立清華大學,521202,核子工程與科學研究所,D 日,D 博士,5,0,3,0,3,2,3,1,1,1,6,0,4,4,0,0,18 新竹市,1 一般
0002,國立清華大學,521202,核子工程與科學研究所,D 日,M 碩士,16,2,16,3,0,1,1,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,521399,原子科學院學士班,D 日,B 學士,15,4,12,6,14,7,12,4,0,0,0,0,0,0,1,1,18 新竹市,1 一般
0002,國立清華大學,529928,全球營運管理碩士雙聯學位學程,D 日,M 碩士,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,529999,工學院學士班,D 日,B 學士,24,6,23,6,15,11,19,9,0,0,0,0,0,0,5,1,18 新竹市,1 一般
0002,國立清華大學,720107,分子醫學研究所,D 日,D 博士,2,2,1,1,1,4,1,0,5,0,2,4,3,8,0,0,18 新竹市,1 一般
0002,國立清華大學,720107,分子醫學研究所,D 日,M 碩士,7,6,7,9,4,1,1,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,720117,醫學科學系,D 日,B 學士,11,9,10,10,9,12,9,8,0,0,0,0,0,0,1,0,18 新竹市,1 一般
0002,國立清華大學,990103,跨院國際博士班學位學程,D 日,D 博士,6,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,990104,清華學院學士班,D 日,B 學士,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0003,國立臺灣大學,140203,華語教學碩士學位學程,D 日,M 碩士,4,14,2,12,0,16,2,7,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,210401,音樂學研究所,D 日,D 博士,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,210401,音樂學研究所,D 日,M 碩士,4,6,2,5,2,8,1,4,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,210501,戲劇學系,D 日,D 博士,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,210501,戲劇學系,D 日,M 碩士,0,2,3,10,0,10,6,8,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,210501,戲劇學系,D 日,B 學士,16,22,17,24,20,19,18,23,0,0,0,0,0,0,11,17,30 臺北市,1 一般
0003,國立臺灣大學,210703,藝術史研究所,D 日,D 博士,0,0,0,1,0,0,1,1,0,0,0,2,0,3,0,0,30 臺北市,1 一般
0003,國立臺灣大學,210703,藝術史研究所,D 日,M 碩士,0,9,2,7,0,9,1,5,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,220101,臺灣文學研究所,D 日,D 博士,1,2,4,1,2,0,1,1,2,1,1,1,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,220101,臺灣文學研究所,D 日,M 碩士,4,6,6,6,4,7,11,4,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,220201,中國文學系,D 日,D 博士,3,2,7,5,7,1,7,2,2,4,6,4,1,9,0,0,30 臺北市,1 一般
0003,國立臺灣大學,220201,中國文學系,D 日,M 碩士,4,14,6,18,4,19,10,15,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,220201,中國文學系,D 日,B 學士,13,47,14,48,17,44,14,47,0,0,0,0,0,0,8,21,30 臺北市,1 一般
0003,國立臺灣大學,220201,中國文學系－國際學生學士班,D 日,B 學士,6,11,3,10,5,15,1,7,0,0,0,0,0,0,0,3,30 臺北市,1 一般
0003,國立臺灣大學,220301,外國語文學系,D 日,D 博士,1,3,0,1,2,1,1,1,0,0,1,2,3,5,0,0,30 臺北市,1 一般
0003,國立臺灣大學,220301,外國語文學系,D 日,M 碩士,4,14,10,8,2,9,4,9,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,220301,外國語文學系,D 日,B 學士,24,100,30,93,26,101,34,87,0,0,0,0,0,0,15,40,30 臺北市,1 一般
0003,國立臺灣大學,220320,日本語文學系,D 日,M 碩士,4,8,3,10,2,7,2,12,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,220320,日本語文學系,D 日,B 學士,12,44,15,43,9,51,16,43,0,0,0,0,0,0,8,21,30 臺北市,1 一般
0003,國立臺灣大學,220501,翻譯碩士學位學程,D 日,M 碩士,5,8,2,14,6,7,2,2,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,220701,語言學研究所,D 日,D 博士,2,2,3,0,0,1,1,1,0,1,1,0,1,1,0,0,30 臺北市,1 一般
0003,國立臺灣大學,220701,語言學研究所,D 日,M 碩士,4,7,4,6,2,4,2,2,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,220901,歷史學系,D 日,D 博士,6,3,3,1,7,1,5,3,4,6,2,1,3,5,0,0,30 臺北市,1 一般
0003,國立臺灣大學,220901,歷史學系,D 日,M 碩士,13,7,14,8,13,5,15,6,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,220901,歷史學系,D 日,B 學士,31,31,19,32,27,33,26,30,0,0,0,0,0,0,11,18,30 臺北市,1 一般
0003,國立臺灣大學,221001,人類學系,D 日,D 博士,1,0,1,1,3,1,2,0,0,1,1,0,3,1,0,0,30 臺北市,1 一般
0003,國立臺灣大學,221001,人類學系,D 日,M 碩士,6,4,1,8,3,8,2,3,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,221001,人類學系,D 日,B 學士,19,26,13,19,13,18,8,21,0,0,0,0,0,0,5,11,30 臺北市,1 一般
0003,國立臺灣大學,221101,哲學系,D 日,D 博士,2,1,2,2,1,1,2,2,4,2,3,3,5,2,0,0,30 臺北市,1 一般
0003,國立臺灣大學,221101,哲學系,D 日,M 碩士,9,6,9,2,5,5,4,2,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,221101,哲學系,D 日,B 學士,19,27,15,20,25,18,13,23,0,0,0,0,0,0,12,9,30 臺北市,1 一般
0003,國立臺灣大學,310101,經濟學系,D 日,D 博士,5,4,4,3,1,1,1,1,3,1,2,0,0,1,0,0,30 臺北市,1 一般
0003,國立臺灣大學,310101,經濟學系,D 日,M 碩士,38,13,29,16,19,3,2,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,310101,經濟學系,D 日,B 學士,51,67,84,60,77,60,72,64,0,0,0,0,0,0,20,25,30 臺北市,1 一般
0003,國立臺灣大學,310101,經濟學系,N 職,M 碩士,15,11,12,14,7,4,4,2,4,0,1,1,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,310201,政治學系,D 日,D 博士,4,3,6,3,3,2,3,5,7,1,3,0,4,2,0,0,30 臺北市,1 一般
0003,國立臺灣大學,310201,政治學系,D 日,M 碩士,17,14,21,16,21,16,15,27,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,310201,政治學系－公共行政組,D 日,B 學士,21,33,16,30,17,34,21,36,0,0,0,0,0,0,10,7,30 臺北市,1 一般
0003,國立臺灣大學,310201,政治學系－政治理論組,D 日,B 學士,26,30,21,30,34,22,27,24,0,0,0,0,0,0,6,13,30 臺北市,1 一般
0003,國立臺灣大學,310201,政治學系－國際關係組,D 日,B 學士,24,42,27,35,27,42,20,52,0,0,0,0,0,0,15,19,30 臺北市,1 一般
0003,國立臺灣大學,310201,政治學系,N 職,M 碩士,18,12,8,19,2,12,2,0,2,1,0,3,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,310301,社會學系,D 日,D 博士,0,0,1,1,2,2,1,0,0,1,1,1,1,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,310301,社會學系,D 日,M 碩士,7,7,9,2,7,6,7,4,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,310301,社會學系,D 日,B 學士,13,35,19,31,17,25,13,30,0,0,0,0,0,0,7,10,30 臺北市,1 一般
0003,國立臺灣大學,310501,心理學系－一般心理學組,D 日,D 博士,5,1,3,2,3,1,2,3,3,2,1,1,1,2,0,0,30 臺北市,1 一般
0003,國立臺灣大學,310501,心理學系－臨床心理學組,D 日,D 博士,0,0,1,1,0,1,1,0,0,2,1,1,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,310501,心理學系－一般心理學組,D 日,M 碩士,12,14,12,12,16,3,4,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,310501,心理學系－臨床心理學組,D 日,M 碩士,4,8,3,7,3,8,5,4,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,310501,心理學系,D 日,B 學士,27,38,23,43,24,43,27,30,0,0,0,0,0,0,10,14,30 臺北市,1 一般
0003,國立臺灣大學,310602,地理環境資源學系,D 日,D 博士,3,2,3,3,3,0,1,2,4,2,1,0,1,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,310602,地理環境資源學系,D 日,M 碩士,10,12,13,6,7,6,4,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,310602,地理環境資源學系,D 日,B 學士,26,9,26,14,21,19,22,14,0,0,0,0,0,0,12,5,30 臺北市,1 一般
0003,國立臺灣大學,310602,地理環境資源學系,N 職,M 碩士,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,310808,公共事務研究所,D 日,M 碩士,8,14,8,9,2,6,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,311002,國家發展研究所,D 日,D 博士,10,3,6,4,9,4,8,3,2,1,9,4,9,2,0,0,30 臺北市,1 一般
0003,國立臺灣大學,311002,國家發展研究所,D 日,M 碩士,32,34,27,23,37,22,26,15,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,311002,國家發展研究所,N 職,M 碩士,12,17,13,18,12,5,0,2,1,0,2,3,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,320201,新聞研究所,D 日,M 碩士,3,18,8,19,6,17,7,12,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,320602,圖書資訊學系,D 日,D 博士,4,0,2,2,2,3,0,0,0,2,0,1,0,4,0,0,30 臺北市,1 一般
0003,國立臺灣大學,320602,圖書資訊學系,D 日,M 碩士,2,13,3,14,2,16,1,10,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,320602,圖書資訊學系,D 日,B 學士,16,38,12,32,6,44,10,37,0,0,0,0,0,0,2,9,30 臺北市,1 一般
0003,國立臺灣大學,340101,商學研究所,D 日,D 博士,4,3,1,6,3,3,3,3,5,1,1,1,1,1,0,0,30 臺北市,1 一般
0003,國立臺灣大學,340101,商學研究所,D 日,M 碩士,27,38,41,22,10,9,1,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,340201,會計學系,D 日,D 博士,3,0,2,2,1,0,1,4,2,0,3,2,6,3,0,0,30 臺北市,1 一般
0003,國立臺灣大學,340201,會計學系,D 日,M 碩士,27,19,15,35,3,5,4,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,340201,會計學系,D 日,B 學士,57,57,42,78,50,85,47,79,0,0,0,0,0,0,8,9,30 臺北市,1 一般
0003,國立臺灣大學,340301,管理學院企業管理碩士專班,D 日,M 碩士,13,33,20,26,19,11,11,5,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,340302,工商管理學系－企業管理組,D 日,B 學士,19,38,23,37,10,51,28,41,0,0,0,0,0,0,12,9,30 臺北市,1 一般
0003,國立臺灣大學,340302,工商管理學系－科技管理組,D 日,B 學士,32,10,12,19,19,17,19,10,0,0,0,0,0,0,4,4,30 臺北市,1 一般
0003,國立臺灣大學,340305,事業經營碩士在職學位學程,N 職,M 碩士,21,9,22,7,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,340307,國際企業學系,D 日,D 博士,5,4,3,3,3,6,3,5,7,2,4,5,6,4,0,0,30 臺北市,1 一般
0003,國立臺灣大學,340307,國際企業學系,D 日,M 碩士,33,30,35,27,6,10,2,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,340307,國際企業學系,D 日,B 學士,35,50,45,49,30,59,37,56,0,0,0,0,0,0,14,11,30 臺北市,1 一般
0003,國立臺灣大學,340501,財務金融學系,D 日,D 博士,3,4,1,4,3,2,1,4,1,0,5,2,4,2,0,0,30 臺北市,1 一般
